MasterYear,FormNumber,District,OperatorNumber,DateofLoss,Type_Company_Cd,County,LeaseNumber,Gasident,CommNbr,TypeLiquid,GrossLoss,Recovered,NetLoss,Facility,CauseofLoss,Remedy,Corrected_Report,Water,WaterName,Location,Remarks,LeaseName,FieldNumber,Into_Water,Unique_ID,GrossLossGal
2013,629,01,GOODRICH PETROLEUM COMPANY,2013-09-09,Producer,LA SALLE,15361,0,0,Crude,5,5,0,Tank Battery,Equipment Failure,Other,,,,N.B WILLIAMS A-700,VACUUMED FREE FLUID AND REMEDIATED AREA.,BURNS RANCH A,BRISCOE RANCH (EAGLEFORD),False,61566,210
2013,835,7C,"DCP MIDSTREAM, LP",2013-09-09,Transporter,UPTON,0,0,0,Gas Well Liquid,8,5,3,Pipe Line,Corrosion - Rust,Other,,,,,REMEDIATION PLAN IN PROGRESS,"DAVIDSON ""B""",NO FIELD NAME,False,61770,336
2013,1171,01,"EOG RESOURCES, INC.",2013-09-08,Producer,ATASCOSA,16579,0,0,Crude,10,8,2,Separator-Gun Barrel-Treater,Equipment Failure,Other,,,,N 38.88345 DEG. W-98.25016 DEG.,FREE FLUID RECOVERED AND AREA REMEDIATED.,CHAMOIS UNIT,EAGLEVILLE (EAGLE FORD-1),False,62103,420
2013,682,04,"MILAGRO EXPLORATION, LLC",2013-09-08,Producer,STARR,0,236571,0,Gas Well Liquid,30,0,30,Tank Battery,Act of God,Other,,,,JD MORALES A-338,INCIDENT WAS CONT. IN FIREWALL. FIRE DEPT. PUT OUT FIRE.LIGHTNING ,VALLE GRANDE,CD NABORS (VICKSBURG),False,61619,1260
2013,683,04,"MILAGRO EXPLORATION, LLC",2013-09-08,Producer,STARR,0,228691,0,Gas Well Liquid,17,0,17,Tank Battery,Act of God,Other,,,,JD MORALES A-338,LIGHTNING STRIKE. CONT. IN FIREWALL. FIRE DEPT. EXT. FIRE.,HEARD,CD NABORS (VICKSBURG),False,61620,714
2013,673,08,"PIONEER NATURAL RES. USA, INC.",2013-09-08,Producer,MIDLAND,18551,0,0,Crude,10,6,4,Tank Battery,Equipment Failure,Other,,,,PRESTON SPRABERRY UNIT 21A TANK BATTERY. 31.750199 & -101.837886,ON SITE REMEDIATION PLAN IN PROGRESS,PRESTON SPRABERRY UNIT,SPRABERRY (TREND AREA),False,61610,420
2013,638,08,OXY USA WTP LP,2013-09-07,Producer,ANDREWS,32853,0,0,Crude,10,5,5,Flow Line,Equipment Failure,Other,,,,"SEC.15, BLK A-52 PUBLIC SCHOOL LAND SURVEY","PICK UP FLUID, MIX, AND TILL.",NORTH DOLLARHIDE UNIT,DOLLARHIDE (CLEAR FORK),False,61575,420
2013,672,08,"SANDRIDGE EXPL. AND PROD., LLC",2013-09-07,Producer,ANDREWS,31020,0,0,Crude,398,340,58,Tank Battery,Equipment Failure,Other,,,,"SEC.20, BLK. A41, PSL SURVEY",RECOVERED FREE FLUID AND REMEDIATED AREA.,LINDLEY-REMUDA,FUHRMAN-MASCHO,False,61609,16716
2013,708,03,HOUSTON PIPE LINE COMPANY LP,2013-09-07,Other,HARRIS,0,0,0,Crude,28,14,14,Pipe Line,Act of God,Other,,,,"6903 ATASCOCITA RD., HUMBLE, TX 77346 29.991373, -95.185291",LIGHTNING STRIKE. SOIL REMEDIATION PLAN IN PROGRESS,"NEAL ""8""",NO FIELD NAME,False,61645,1176
2013,1028,08,"LAREDO PETROLEUM, INC.",2013-09-07,Producer,GLASSCOCK,43383,0,0,Crude,10,8,2,Tank Battery,Equipment Failure,Other,,,,189 TANK BATTERY,REMEDIATION PLAN IN PROGRESS,BEDNAR 189,"GARDEN CITY, S. (WOLFCAMP)",False,61961,420
2013,636,08,CENTURION PIPELINE L.P.,2013-09-06,Transporter,MIDLAND,0,0,0,Crude,400,130,270,Pipe Line,Corrosion - Rust,Other,,,,"SEC.43, BLK. 38 T1S, T&PRR CO.",BLENDED WITH CLEAN SOIL AND REMEDIATED TO LESS THAN 1%TPH,RW FOSTER 16,NO FIELD NAME,False,61573,16800
2013,657,7C,APPROACH OPERATING LLC,2013-09-06,Producer,CROCKETT,0,255163,0,Crude,10,9,1,Tank Battery,Equipment Failure,Other,,,,BAKER B 201/RRC 255163,SOIL REMEDIATION PLAN IN PROGRESS,"BAKER ""B""",HOLT RANCH (CONSOLIDATED),False,61594,420
2013,630,01,GOODRICH PETROLEUM COMPANY,2013-09-06,Producer,LA SALLE,15361,0,0,Crude,30,25,5,Flow Line,Equipment Failure,Other,,,,"W.E ROBUCK, A-1738",VACUUMED FREE FLUID AND REMEDIATED AREA.,BURNS RANCH A,BRISCOE RANCH (EAGLEFORD),False,61567,1260
2013,645,03,"MILAGRO EXPLORATION, LLC",2013-09-06,Producer,WHARTON,2899,0,0,Products,200,25,175,Flow Line,Equipment Failure,Other,,,,SYLVANUS CASTLEMAN A-12,VACUUMED FREE FLUID AND REMEDIATION PLAN IN PROGRESS,"COCKBURN, H. C.",MAGNET WITHERS,False,61582,8400
2013,879,03,"BKEP PIPELINE, L.L.C.",2013-09-05,Transporter,HARRIS,0,0,0,Crude,55,50,5,Pipe Line,Corrosion - Rust,Other,,,,N 29.572 W-95.165708,VACUUM FREE FLUID AND OVERALL CLEANUP WAS SUCCESSFUL.,CONROE FIELD UNIT,NO FIELD NAME,False,61813,2310
2013,728,03,HOUSTON FUEL OIL TERMINAL CO.,2013-09-04,Transporter,HARRIS,0,0,0,Crude,25,25,0,Pipe Line,Human Error - Other,Other,,,,"W.RICHEY ST.,PASADENA TX, 2942.988N/09513.034W",NEED TO MARK ALL PIPELINES PRIOR TO DRILLING.REMEDIATED.,KORTH C UNIT,NO FIELD NAME,False,61665,1050
2013,929,09,"ENERVEST OPERATING, L.L.C.",2013-09-04,Producer,MONTAGUE,0,261713,0,Crude,50,0,50,Tank Battery,Theft,Other,,,,"PANOLA COUNTY SCHOOL LAND, A-587 2.3 MILES NE OF SUNSET, TX",THEFT. MONTAGUE COUNTY SHERIFF'S CONTACTED.,BARJENBRUCH UNIT,"NEWARK, EAST (BARNETT SHALE)",False,61862,2100
2013,1217,08,COG OPERATING LLC,2013-09-04,Producer,ANDREWS,43656,0,0,Crude,40,10,30,Tank Battery,Equipment Failure,Other,,,,"SEC.18, BLK. 3, PSL/MEANS, RM",VACUUMED FREE FLUID AND REMEDIATION PLAN IN PROGRESS,BILLIE,SPRABERRY (TREND AREA),False,62148,1680
2013,1294,08,QEP ENERGY COMPANY,2013-09-03,Producer,MARTIN,39868,0,0,Crude,15,5,10,Tank Battery,Equipment Failure,Other,,,,"SEC 1, BLK 39, T3N G&MMB&A","VACUUM TRUCK PICKED UP FLUIDS, FLUSHED AREA W/FRESH WATER",MABEE Y,SPRABERRY (TREND AREA),False,62225,630
2013,738,03,ARGENT ENERGY (US) HOLDINGS INC.,2013-09-03,Producer,BRAZORIA,10398,0,0,Crude,5,5,0,Flow Line,Equipment Failure,Other,,,,"DAWSON, L.C.",SOIL REMEDIATED AFTER FLUID WAS RECOVERED.,"DAWSON, L. C.","MANVEL (F.B. II, OLIGOCENE)",False,61675,210
2013,649,04,ANADARKO E&P ONSHORE LLC,2013-09-03,Other,WEBB,0,0,0,Gas Well Liquid,150,0,150,Flow Line,Equipment Failure,Other,,,,"28.1415, -99.676002",SOIL REMEDIATION PLAN IN PROGRESS,"BELCHER, W. T. ""B""",NO FIELD NAME,False,61586,6300
2013,700,08,"THOMPSON, J. CLEO",2013-09-02,Producer,CRANE,14974,0,0,Crude,168,0,168,Tank Battery,Act of God,Other,,,,"SEC. 26, BLK. 30",LIGHTNING STRIKE.,UNIVERSITY -C-,MCELROY,False,61637,7056
2013,670,08,ANADARKO E&P ONSHORE LLC,2013-09-02,Producer,LOVING,0,214114,0,Crude,7,6,1,Separator-Gun Barrel-Treater,Corrosion - Rust,Other,,,,N31.82076 LAT. W -103.4198 LONG.,VACUUM FREE FLUID AND REMEDIATED AREA.,GILLS 12,HALEY (LWR. WOLFCAMP-PENN CONS.),False,61607,294
2013,671,08,ENERGEN RESOURCES CORPORATION,2013-09-02,Producer,LOVING,42530,0,0,Crude,5,2,3,Flow Line,Equipment Failure,Other,,,,"SEC.67, BLK.33, H&TC RR CO.",RECOVERED FREE FLUID AND REMEDIATED AREA.,ELMER 33-67,TWO GEORGES (BONE SPRING),False,61608,210
2013,788,04,WAGNER OIL COMPANY,2013-09-01,Producer,JIM HOGG,0,192733,0,Gas Well Liquid,140,0,140,Tank Battery,Theft,Other,,,,PALITOS BALACONS R.G. SAIS A-274,THEFT.,MESTENA OIL & GAS COMPANY,JARON (QUEEN CITY),False,61723,5880
2013,639,08,ROSETTA RESOURCES OPERATING LP,2013-09-01,Producer,REEVES,42094,0,0,Crude,19,3,16,Valve,Equipment Failure,Other,,,,"SEC.43 (A-41), BLK. 6, H&GN, RR CO. SURVEY",SOIL REMEDIATED WITH BACK HOE AND SENT TO LANDFILL FOR DISPOSAL.,PALADIN 43,WOLFBONE (TREND AREA),False,61576,798
2013,787,04,WAGNER OIL COMPANY,2013-09-01,Producer,JIM HOGG,0,119438,0,Gas Well Liquid,23,0,23,Tank Battery,Theft,Other,,,,"PALITOS BLANCOS, R.G. SAIS GRANT, A-274",THEFT.,MESTENA OIL & GAS COMPANY,JARON (QUEEN CITY),False,61722,966
2013,786,04,WAGNER OIL COMPANY,2013-09-01,Producer,JIM HOGG,0,233206,0,Gas Well Liquid,65,0,65,Tank Battery,Theft,Other,,,,"JOSE MARCELO HINOJOSA, A-367",THEFT.,LOPEZ,MESTENA GRANDE (QUEEN CITY CONS),False,61721,2730
2013,785,04,WAGNER OIL COMPANY,2013-09-01,Producer,JIM HOGG,0,225006,0,Gas Well Liquid,242,0,242,Tank Battery,Theft,Other,,,,"MONTALBO, R A-226",THEFT.,MESTENA OIL & GAS CO,JARON (QUEEN CITY),False,61720,10164
2013,632,03,SANCHEZ OIL & GAS CORPORATION,2013-09-01,Producer,FAYETTE,26091,0,0,Crude,40,30,10,Tank Battery,Equipment Failure,Other,,,,"COTTLE, GW A-35",SPREAD OIL GATOR WHERE OIL WAS SPILLED.,PROST UNIT B,SOUTHERN BAY (EAGLE FORD),False,61569,1680
2013,573,09,"SILVER CREEK OIL & GAS, LLC",2013-09-01,Producer,GRAYSON,8512,0,0,Products,200,150,50,Flow Line,Equipment Failure,Other,,Creek,DRYCREEK,"STICKNEY, E.L., A-1089",PICKED UP 150 BBL & FLUSHED AREA WITH 1200 BBL OF FRES WATER.,SANDUSKY /OIL CREEK SD./ UNIT,SANDUSKY (OIL CREEK SD.),False,61510,8400
2013,685,04,HAMMAN OIL & REFINING COMPANY,2013-09-01,Producer,JIM HOGG,0,184153,0,Gas Well Liquid,287,0,287,Tank Battery,Theft,Other,,,,C&M RR CO #394/JNO. O. DEWESS A-97,THEFT.,MESTENA,"COYOTE, EAST (QUEEN CITY)",False,61622,12054
2013,687,04,HAMMAN OIL & REFINING COMPANY,2013-09-01,Producer,JIM HOGG,0,193263,0,Gas Well Liquid,97,0,97,Tank Battery,Theft,Other,,,,C&M RR CO #394/JNO O.DEWESS A-97,THEFT.,MESTENA,"COYOTE, EAST (QUEEN CITY)",False,61624,4074
2013,684,04,HAMMAN OIL & REFINING COMPANY,2013-09-01,Producer,JIM HOGG,0,182916,0,Gas Well Liquid,264,0,264,Tank Battery,Theft,Other,,,,C&M RR CO #394/JNO. O.DEWESS A-97,THEFT/,MESTENA,"COYOTE, EAST (QUEEN CITY)",False,61621,11088
2013,688,04,HAMMAN OIL & REFINING COMPANY,2013-09-01,Producer,JIM HOGG,0,219893,0,Gas Well Liquid,390,0,390,Tank Battery,Theft,Other,,,,C&M RR CO A-85,THEFT.,MESTENA,"COYOTE, EAST (QUEEN CITY)",False,61625,16380
2013,686,04,HAMMAN OIL & REFINING COMPANY,2013-09-01,Producer,JIM HOGG,0,350200,0,Gas Well Liquid,226,0,226,Tank Battery,Theft,Other,,,,C&M RR CO. #394/JNO O.DEWESS A-97,THEFT.,MESTENA,NO FIELD NAME,False,61623,9492
2013,656,7C,"LAREDO PETROLEUM - DALLAS, INC.",2013-08-31,Producer,REAGAN,16507,0,0,Crude,25,9,16,Tank Battery,Company Human Error,Other,,,,SUGG A RRC LEASE 16507,VACUUMED FREE FLUID AND REMEDIATION PLAN IN PROGRESS,SUGG-A-,SPRABERRY (TREND AREA),False,61593,1050
2013,650,04,WAGNER OIL COMPANY,2013-08-31,Producer,WILLACY,0,248693,0,Gas Well Liquid,175,0,175,Tank Battery,Theft,Other,,,,"CABAZOS, JN A-8",THEFT. WILLACY COUNTY SHERIFF NOTIFIED.,"COX, B. F.",LA SAL VIEJA (FRIO CONS),False,61587,7350
2013,569,7C,SM ENERGY COMPANY,2013-08-31,Producer,UPTON,15651,0,0,Crude,22,19,3,Tank Battery,Equipment Failure,Other,,,,"SEC.38, BLK. 42, T&P RR CO.",RECOVERED FREE FLUID AND SOIL REMEDIATION PLAN IN PROGRESS,SANDY,SPRABERRY (TREND AREA),False,61506,924
2013,651,04,WAGNER OIL COMPANY,2013-08-31,Producer,WILLACY,0,252834,0,Gas Well Liquid,43,0,43,Tank Battery,Theft,Other,,,,"CABAZOS, JN A-8",THEFT. WILLACY COUNTY SHERIFF NOTIFIED.,"COX, B. F.",LA SAL VIEJA (FRIO CONS),False,61588,1806
2013,655,7C,"LAREDO PETROLEUM - DALLAS, INC.",2013-08-30,Producer,REAGAN,16507,0,0,Crude,28,25,3,Tank Battery,Equipment Failure,Other,,,,171 SWD,SOIL REMEDIATION PLAN COMPLETED.,SUGG-A-,SPRABERRY (TREND AREA),False,61592,1176
2013,647,03,APACHE CORPORATION,2013-08-30,Producer,WHARTON,2877,0,0,Crude,5,5,0,Tank Battery,Equipment Failure,Other,,,,DICE BAIN WELL #1,VACUUMED FREE FLUID AND REMEDIATED AREA.,DICE-BAIN,MAGNET WITHERS,False,61584,210
2013,1024,03,XTO ENERGY INC.,2013-08-30,Producer,GONZALES,26163,0,0,Crude,9,0,9,"Vehicle (Truck-Barge, Etc)",Human Error - Other,Other,,,,SPIINERS 1-H,OIL HAULER OVERFILLED. VACUUMED FREE FLUID AND EXCAVATED SOIL.,SPINNERS,GIDDINGS (BUDA),False,61957,378
2013,658,08,CENTURION PIPELINE L.P.,2013-08-29,Transporter,ECTOR,0,0,0,Crude,10,0,10,Flow Line,Equipment Failure,Other,,,,"SEC 27, BLK. 43 T1N, T&PRR CO.",BLENDED WITH CLEAN SOIL TO LESS THAN 1%TPH,"BAKER ""B""",NO FIELD NAME,False,61595,420
2013,1321,08,CHEVRON U. S. A. INC.,2013-08-29,Producer,ECTOR,42510,0,0,Combined,203,0,203,Tank Battery,Equipment Failure,Repaired Existing Equipment,,,,SEC 43,"DRILLING PIT WAS DRAINED, LINER WAS SUCCESSFULLY REPAIRED",LUPIN TXL FEE 'B',SALLIE ANN (SPRABERRY-WOLFCAMP),False,62252,8526
2013,899,08,LEGACY RESERVES OPERATING LP,2013-08-28,Producer,MIDLAND,21883,0,0,Crude,5,1,4,Flow Line,Equipment Failure,Other,,,,"SEC.1, BLK. 38 T3S, T&P RR CO.",FREE FLUID VACUUMED AND SOIL EXCAVATION STARTED,"DONOVAN, G. N.",SPRABERRY (TREND AREA),False,61833,210
2013,1200,8A,SM ENERGY COMPANY,2013-08-28,Producer,BORDEN,68722,0,0,Crude,38,0,38,Flow Line,Corrosion - Rust,Other,,,,"SEC.5, BLK. 3, T&P RR CO.",SOIL REMEDIATION PLAN IN PROGRESS,MESQUITE CREEK,MESQUITE CREEK (MISS.),False,62131,1596
2013,579,10,"CHESAPEAKE OPERATING, INC.",2013-08-28,Producer,WHEELER,0,223708,0,Gas Well Liquid,135,0,135,Tank Battery,Theft,Other,,,,"SEC.5, BLK. A3, H&GN RR CO., A-197. 1980 FSL & 660 FWL",THEFT WAS REPORTED TO WHEELER COUNTY SHERIFF'S OFFICE.,STILES RANCH 5,STILES RANCH (GRANITE WASH CONS),False,61516,5670
2013,716,08,APACHE CORPORATION,2013-08-28,Producer,GLASSCOCK,41707,0,0,Crude,6,5,1,Flow Line,Equipment Failure,Other,,Creek,LACYCREEK,"FLOW LINE ROW (LAT. 31.842, LONG. -101.465)",REMEDIATION PLAN IN PROGRESS,HARDY 18,SPRABERRY (TREND AREA),False,61653,252
2013,1326,01,ANADARKO E&P ONSHORE LLC,2013-08-27,Other,DIMMIT,0,0,0,Combined,12,0,12,Tank Battery,Human Error - Other,Other,,,,"28.2944, -99.7875",WASHED DOWN WITH SUPERALL & MICROBES TO AID IN THE REMEDIATION,"GARCIA, CESAR",NO FIELD NAME,False,62257,504
2013,1211,09,MASADA OIL & GAS,2013-08-26,Producer,FOARD,24846,0,0,Crude,18,0,18,Tank Battery,Act of God,Repaired Existing Equipment,,,,"SEC.431, BLK. A, H&TC SURVEY",NO OIL SPILLED ON GROUND.CRACKED TANK WILL BE REPLACED.,"VECERA ""B""",MARGARET (CANYON REEF),False,62142,756
2013,570,7C,"LAREDO PETROLEUM - DALLAS, INC.",2013-08-25,Producer,REAGAN,16807,0,0,Crude,6,0,6,Flow Line,Equipment Failure,Other,,,,B 11 TANK BATTERY,SOIL REMEDIATION PLAN IN PROGRESS,SRH-B-,SPRABERRY (TREND AREA),False,61507,252
2013,601,08,ENDEAVOR ENERGY RESOURCES L.P.,2013-08-25,Producer,MARTIN,42779,0,0,Crude,50,30,20,Tank Battery,Equipment Failure,Other,,,,DANIELS 27 RRC # 42779,REMEDIATION PLAN IN PROGRESS,DANIELS '27',SPRABERRY (TREND AREA),False,61538,2100
2013,600,08,"PIONEER NATURAL RES. USA, INC.",2013-08-25,Producer,MARTIN,21979,0,0,Crude,12,9,3,Tank Battery,Equipment Failure,Other,,,,"14 MI. NW OF STANTON, TX N 31 DEG.11'54.20"", W 102 DEG.01' 21.62"" ",VACUUMED FREE FLUID AND REMEDIATED AREA.,MEEK,SPRABERRY (TREND AREA),False,61537,504
2013,1075,8A,ENDEAVOR ENERGY RESOURCES L.P.,2013-08-25,Producer,GARZA,10175,0,0,Products,220,200,20,Flow Line,Equipment Failure,Other,,,,"GPS: 32.976878, -101.109703",REMEDIATION PLAN IN PROGRESS,"ALEXANDER, BIRDIE R.",DORWARD,False,62008,9240
2013,892,02,"AURORA USA DEVELOPMENT, LLC",2013-08-25,Producer,LIVE OAK,9944,0,0,Crude,35,35,0,Tank Battery,Controlled,Other,,,,"JULIE BECK 4H, 5H & 6H PRODUCTION FACILITY.",VACUUMED FREE FLUID AND AFFECTED GRAVEL WAS HAULED AWAY & REPLACED,JULIE BECK,EAGLEVILLE (EAGLE FORD-2),False,61826,1470
2013,1355,08,"PIONEER NATURAL RES. USA, INC.",2013-08-24,Producer,MIDLAND,44078,0,0,Crude,50,5,45,Tank Battery,Equipment Failure,Other,,,,"31.83860855, 102.10042426","VAC TRUCK, SITE CLEAN UP, REMEDIAL ACTIVITIES",TEXAS TEN 'AA',SPRABERRY (TREND AREA),False,62285,2100
2013,1347,08,"PIONEER NATURAL RES. USA, INC.",2013-08-24,Producer,MIDLAND,44078,0,0,Crude,50,5,45,Tank Battery,Equipment Failure,Other,,,,"31.83860855, 102.10042426","VAC TRUCK, CONTRACTED PIONEER FOR SITE CLEAN UP",TEXAS TEN 'AA',SPRABERRY (TREND AREA),False,62277,2100
2013,669,08,"PIONEER NATURAL RES. USA, INC.",2013-08-24,Producer,MARTIN,40863,0,0,Crude,1,0,1,Tank Battery,Act of God,Other,,,,N32.4841113 W-101.882063,LIGHTNING STRIKE. FREE FLUID RECOVERED AND SOIL REMEDIATED.,"JONES ""83""",SPRABERRY (TREND AREA),False,61606,42
2013,566,09,"PREMIER NATURAL RESOURCES II,LLC",2013-08-23,Producer,MONTGOMERY,0,233932,0,Products,350,40,310,Pipe Line,Company Human Error,Other,,,,GAS WELL #23H,REPLACED WITH STEEL POLYPIPELINE.,GEORGES CREEK RANCH,"NEWARK, EAST (BARNETT SHALE)",False,61503,14700
2013,665,08,ENERGEN RESOURCES CORPORATION,2013-08-23,Producer,LOVING,42017,0,0,Crude,203,200,3,Tank Battery,Equipment Failure,Other,,,,"SEC.22, BLK. 53, T&P RR CO./JOHNSON,WD",RECOVERED FREE FLUID AND SOIL REMEDIATION PLAN IN PROGRESS,W.D. JOHNSON 53-22,SANDBAR (BONE SPRING),False,61602,8526
2013,1293,08,QEP ENERGY COMPANY,2013-08-23,Producer,ANDREWS,42254,0,0,Crude,9,0,9,Stuffing Box,Equipment Failure,Other,,,,"SEC 9, BLK 8, UNIVERSITY LANDS, A-227",BACKHOE MIXED AND TILL,UNIVERSITY 8-9,SPRABERRY (TREND AREA),False,62224,378
2013,666,08,"BURLESON PETROLEUM, INC.",2013-08-22,Producer,GLASSCOCK,36603,0,0,Crude,10,0,10,Tank Battery,Act of God,Other,,,,PRODUCED WATER FIBERGALSS TANK,LIGHTNING STRIKE. NO FLUID RELEASED ONTO THE SOIL.,"GLASS ""22""",PHASE III (FUSSELMAN),False,61603,420
2013,576,7C,"LAREDO PETROLEUM - DALLAS, INC.",2013-08-22,Producer,REAGAN,17250,0,0,Crude,12,0,12,Flow Line,Equipment Failure,Other,,,,WELL #15H,SOIL REMEDIATION PLAN IN PROGRESS,COPE-A-,SPRABERRY (TREND AREA),False,61513,504
2013,863,08,"PIONEER NATURAL RES. USA, INC.",2013-08-21,Producer,MARTIN,22795,0,0,Crude,15,15,0,Tank Battery,Equipment Failure,Other,,,,"32.281938, -102.053354",FREE FLUID RECOVERED AND SOIL REMEDIATED.,YORK,SPRABERRY (TREND AREA),False,61797,630
2013,1235,08,BREITBURN OPERATING L.P.,2013-08-21,Producer,MARTIN,43799,0,0,Products,16,12,4,Flow Line,Equipment Failure,Other,,,,"1800' FSL & 475' FEL.SEC.17, BLK. 34 T&P RR CO SURVEY",SOIL REMEDIATION,ALBERT 17,SPRABERRY (TREND AREA),False,62166,672
2013,582,05,"CML EXPLORATION, LLC",2013-08-21,Producer,ROBERTSON,3668,0,0,Crude,120,118,2,Tank Battery,Equipment Failure,Other,,,,SURVEY: J M BUSTILLAS A-72,SOIL REMEDIATION PLAN IN PROGRESS,CHRISTOPHER,ICI (GEORGETOWN),False,61519,5040
2013,715,08,APACHE CORPORATION,2013-08-21,Producer,MIDLAND,28070,0,0,Crude,40,34,6,Tank Battery,Equipment Failure,Other,,,,"LAT. 31.78533, LONG. -101.789545",SOIL REMEDIATION PLAN IN PROGRESS,TXL,SPRABERRY (TREND AREA),False,61652,1680
2013,577,7C,"PIONEER NATURAL RES. USA, INC.",2013-08-21,Producer,REAGAN,4947,0,0,Crude,19,15,4,Tank Battery,Equipment Failure,Other,,,,N 31.53256 DEG. W 101.739792 DEG.,CONTRACTED NOVA TO CONDUCT REMEDIATION.,SHERROD UNIT,SPRABERRY (TREND AREA),False,61514,798
2013,674,08,"BOPCO, L.P.",2013-08-20,Producer,ANDREWS,41898,0,0,Crude,22,14,8,Tank Battery,Equipment Failure,Other,,,,"SEC.42, BLK. B-5, SURVEY ULS",EXCAVATED SOIL AND REMEDIATED AREA.,UNIVERSITY 42,SPRABERRY (TREND AREA),False,61611,924
2013,667,8A,"SHARP IMAGE ENERGY, INC.",2013-08-20,Producer,SCURRY,68272,0,0,Crude,409,180,229,Tank Battery,Equipment Failure,Other,,,,"SEC.129, BLK. 97, H & T.C. RR CO.",SOIL REMEDIATION PLAN IN PROGRESS,NEELY 129,GILL (PENN. REEF 6900),False,61604,17178
2013,567,08,ANADARKO E&P ONSHORE LLC,2013-08-19,Producer,WARD,40778,0,0,Crude,6,5,1,Stuffing Box,Equipment Failure,Other,,,,LAT. 31.5217898 LONG. -103.337327,VACUUMED FREE FLUID AND SOIL REMEDIATION PLAN IN PROGRESS,MONROE 34-178,PHANTOM (WOLFCAMP),False,61504,252
2013,719,08,APACHE CORPORATION,2013-08-19,Producer,CRANE,20377,0,0,Crude,12,10,2,Flow Line,Equipment Failure,Other,,,,"FLOW LINE (LAT. 31.4627, LONG. -102.3639)",SOIL REMEDIATION PLAN IN PROGRESS,NORTH MCELROY UNIT,MCELROY,False,61656,504
2013,602,08,ANADARKO E&P ONSHORE LLC,2013-08-19,Producer,WARD,40778,0,0,Crude,6,5,1,Tank Battery,Equipment Failure,Other,,,,"LAT. 31.5217898, LONG. -103.337327",VACUUMED FREE FLUID AND REMEDIATED AREA.,MONROE 34-178,PHANTOM (WOLFCAMP),False,61539,252
2013,606,08,DIAMONDBACK E&P LLC,2013-08-19,Producer,MIDLAND,39560,0,0,Crude,300,254,46,Tank Battery,Company Human Error,Other,,,,"ST 45 BATTERY -31-58-13.95 102-11-57.57 SEC.41,A-260,T&P RR CO.",REMEDIATION PLAN IN PROGRESS,ST,SPRABERRY (TREND AREA),False,61543,12600
2013,705,03,"DENBURY ONSHORE, LLC",2013-08-19,Producer,MONTGOMERY,11659,0,0,Crude,51,51,0,Tank Battery,Corrosion - Rust,Other,,,,"CFU 3623 GLOWLINE LEAK POINT IS 30 DEG. 6'10""N AND 95 DEG.21'2""W",VACUUMED FREE FLUID AND REMEDIATION COMPLETED.,CONROE FIELD UNIT,CONROE,False,61642,2142
2013,659,08,OXY USA WTP LP,2013-08-19,Producer,ECTOR,20538,0,0,Crude,20,10,10,Tank Battery,Equipment Failure,Other,,,,"BLK. 42 & 43, T-1S, T AND P RR CO SURVEY",PICKED UP FLUID AND MIX AND TILLED SOIL.,RHODES COWDEN UNIT,"COWDEN, NORTH",False,61596,840
2013,575,03,"MILAGRO EXPLORATION, LLC",2013-08-18,Producer,WHARTON,2899,0,0,Products,200,150,50,Pipe Line,Equipment Failure,Other,,,,SYLVANUS CASTLEMAN A-12,VACUUM FREE FLUID AND REMEDIATED AREA.,"COCKBURN, H. C.",MAGNET WITHERS,False,61512,8400
2013,612,08,"PIONEER NATURAL RES. USA, INC.",2013-08-18,Producer,MARTIN,22795,0,0,Crude,358,189,169,Tank Battery,Equipment Failure,Other,,,,N32.281938 W-102.053354,VACUUMED FREE FLUID AND REMEDIATED AREA.,YORK,SPRABERRY (TREND AREA),False,61549,15036
2013,694,08,OXY USA WTP LP,2013-08-18,Producer,REEVES,40365,0,0,Crude,20,0,20,Tank Battery,Equipment Failure,Other,,,,"SEC. 29, BLK. 51, T-7-T & P RR CO. SURVEY",PICK UP FLUID AND MIX ANF TIL.,CHEVRON MINERALS 29,WOLFBONE (TREND AREA),False,61631,840
2013,1350,08,"PIONEER NATURAL RES. USA, INC.",2013-08-17,Producer,MIDLAND,44078,0,0,Combined,30,0,30,Tank Battery,Equipment Failure,Other,,,,"SEC 47, BLK 39","EXCAVATED, SOIL PLACED ON PLASTIC TO DISPOSAL FACILITY",TEXAS TEN 'AA',SPRABERRY (TREND AREA),False,62280,1260
2013,912,09,"DEVON ENERGY PRODUCTION CO, L.P.",2013-08-16,Producer,JACK,0,48864,0,Crude,15,0,15,Tank Battery,Act of God,Other,,,,"DON RATER 1 WELL LOCATION; A-418; 33.414, -98.206",CONTAMINATED SOIL WAS REMOVED AND PRODUCTION TANK TO BE REPLACED,"RATER, DON",POST OAK (CONGLOMERATE),False,61846,630
2013,668,08,"R. K. G. ENGINEERING, INC.",2013-08-16,Producer,ANDREWS,27454,0,0,Crude,7,0,7,Tank Battery,Equipment Failure,Other,,,,"SEC.19, BLK. A-46, PUBLIC SCHOOL LAND",SOIL REMEDIATION PLAN IN PROGRESS,"CRADDOCK, H. J.",SHAFTER LAKE (SAN ANDRES),False,61605,294
